Ligand ID,Mode,Affinity (kcal/mol),RMSD Lower Bound,RMSD Upper Bound
ligand_61347327_docking,9,-4.999,7.316,8.608
ligand_82396661_docking,1,-7.152,0.0,0.0
ligand_82396661_docking,2,-6.655,3.292,5.692
ligand_82396661_docking,3,-6.174,2.777,5.664
ligand_82396661_docking,4,-5.808,3.451,5.114
ligand_82396661_docking,5,-5.68,1.974,2.641
ligand_82396661_docking,6,-5.648,3.1,5.684
ligand_82396661_docking,7,-5.369,3.677,6.107
ligand_82396661_docking,8,-5.21,4.309,5.66
ligand_82396661_docking,9,-5.176,4.055,6.077
ligand_50739323_docking,1,-7.18,0.0,0.0
ligand_50739323_docking,2,-7.094,2.069,6.312
ligand_50739323_docking,3,-7.086,1.125,1.903
ligand_50739323_docking,4,-6.173,13.32,16.59
ligand_50739323_docking,5,-5.825,10.5,13.49
ligand_50739323_docking,6,-5.668,3.143,4.51
ligand_50739323_docking,7,-5.665,3.277,4.926
ligand_50739323_docking,8,-5.658,2.728,4.037
ligand_50739323_docking,9,-5.65,2.542,3.872
ligand_134367362_docking,1,-5.848,0.0,0.0
ligand_134367362_docking,2,-5.639,2.157,2.662
ligand_134367362_docking,3,-5.516,2.037,2.698
ligand_134367362_docking,4,-5.217,2.792,6.198
ligand_134367362_docking,5,-4.813,7.807,9.193
ligand_134367362_docking,6,-4.81,10.66,12.97
ligand_134367362_docking,7,-4.664,10.86,12.87
ligand_134367362_docking,8,-4.654,2.193,3.455
ligand_134367362_docking,9,-4.607,10.29,12.06
ligand_47286162_docking,1,-8.313,0.0,0.0
ligand_47286162_docking,2,-7.24,1.573,2.222
ligand_47286162_docking,3,-6.825,12.66,15.66
ligand_47286162_docking,4,-6.615,3.968,5.498
ligand_47286162_docking,5,-6.594,3.558,5.15
ligand_47286162_docking,6,-6.409,5.569,9.0
ligand_47286162_docking,7,-6.392,12.47,15.5
ligand_47286162_docking,8,-6.217,14.03,16.08
ligand_47286162_docking,9,-6.155,5.49,9.228
ligand_133881729_docking,1,-8.065,0.0,0.0
ligand_133881729_docking,2,-7.266,2.503,7.523
ligand_133881729_docking,3,-7.139,2.23,7.102
ligand_133881729_docking,4,-6.988,2.319,7.944
ligand_133881729_docking,5,-6.947,2.475,7.889
ligand_133881729_docking,6,-6.933,2.019,7.345
ligand_133881729_docking,7,-6.815,2.306,6.803
ligand_133881729_docking,8,-6.668,8.883,13.09
ligand_133881729_docking,9,-6.574,10.05,14.13
ligand_60847308_docking,1,-6.153,0.0,0.0
ligand_60847308_docking,2,-6.086,6.998,8.713
ligand_60847308_docking,3,-5.843,1.685,2.147
ligand_60847308_docking,4,-5.71,8.321,9.863
ligand_60847308_docking,5,-5.71,12.45,14.84
ligand_60847308_docking,6,-5.659,13.27,15.99
ligand_60847308_docking,7,-5.585,2.902,4.071
ligand_60847308_docking,8,-5.575,12.01,14.72
ligand_60847308_docking,9,-5.41,3.231,3.981
ligand_54837044_docking,1,-8.707,0.0,0.0
ligand_54837044_docking,2,-8.124,1.377,1.519
ligand_54837044_docking,3,-7.716,3.202,4.776
ligand_54837044_docking,4,-7.643,6.963,10.11
ligand_54837044_docking,5,-7.614,2.977,5.071
ligand_54837044_docking,6,-7.584,3.177,5.085
ligand_54837044_docking,7,-7.569,6.504,10.11
ligand_54837044_docking,8,-7.42,5.652,9.701
ligand_54837044_docking,9,-7.404,2.504,3.428
ligand_73968973_docking,1,-8.031,0.0,0.0
ligand_73968973_docking,2,-7.92,1.683,6.317
ligand_73968973_docking,3,-7.803,2.111,6.777
ligand_73968973_docking,4,-7.764,1.754,2.061
ligand_73968973_docking,5,-7.616,2.467,2.861
ligand_73968973_docking,6,-7.388,12.13,14.92
ligand_73968973_docking,7,-7.105,12.7,15.46
ligand_73968973_docking,8,-7.062,3.614,5.041
ligand_73968973_docking,9,-6.883,5.654,7.347
ligand_165912895_docking,1,-8.331,0.0,0.0
ligand_165912895_docking,2,-7.528,2.565,6.147
ligand_165912895_docking,3,-7.494,2.434,6.098
ligand_165912895_docking,4,-6.871,2.104,3.03
ligand_165912895_docking,5,-6.693,4.396,6.264
ligand_165912895_docking,6,-6.519,1.455,2.164
ligand_165912895_docking,7,-6.503,5.235,7.372
ligand_165912895_docking,8,-6.391,2.942,6.654
ligand_165912895_docking,9,-6.246,11.46,14.71
ligand_43241141_docking,1,-5.648,0.0,0.0
ligand_43241141_docking,2,-5.474,4.394,7.046
ligand_43241141_docking,3,-5.447,1.727,2.456
ligand_43241141_docking,4,-5.446,12.11,14.87
ligand_43241141_docking,5,-5.398,11.7,14.41
ligand_43241141_docking,6,-5.328,12.05,14.64
ligand_43241141_docking,7,-5.281,1.708,2.823
ligand_43241141_docking,8,-5.277,0.6677,2.126
ligand_43241141_docking,9,-5.228,4.387,7.388
ligand_63566132_docking,1,-6.458,0.0,0.0
ligand_63566132_docking,2,-5.676,12.58,15.77
ligand_63566132_docking,3,-5.604,9.253,13.08
ligand_63566132_docking,4,-5.549,9.345,12.98
ligand_63566132_docking,5,-5.483,1.719,2.286
ligand_63566132_docking,6,-5.373,8.405,12.41
ligand_63566132_docking,7,-5.2,3.392,5.457
ligand_63566132_docking,8,-5.183,10.15,12.88
ligand_63566132_docking,9,-5.024,16.0,18.28
ligand_54812211_docking,1,-7.927,0.0,0.0
ligand_54812211_docking,2,-7.881,11.85,13.78
ligand_54812211_docking,3,-7.807,11.63,12.93
ligand_54812211_docking,4,-7.7,12.34,13.83
ligand_54812211_docking,5,-7.693,1.821,2.513
ligand_54812211_docking,6,-7.486,7.091,10.31
ligand_54812211_docking,7,-7.419,11.71,13.19
ligand_54812211_docking,8,-7.417,4.857,8.303
ligand_54812211_docking,9,-7.21,12.0,13.96
ligand_82104500_docking,1,-7.466,0.0,0.0
ligand_82104500_docking,2,-7.414,2.841,5.597
ligand_82104500_docking,3,-7.128,3.343,6.049
ligand_82104500_docking,4,-5.799,5.219,7.845
ligand_82104500_docking,5,-5.777,1.482,2.514
ligand_82104500_docking,6,-5.684,12.4,15.06
ligand_82104500_docking,7,-5.62,11.98,14.52
ligand_82104500_docking,8,-5.54,12.58,15.22
ligand_82104500_docking,9,-5.485,9.074,10.9
ligand_8546225_docking,1,-7.476,0.0,0.0
ligand_8546225_docking,2,-7.041,0.9371,1.919
ligand_8546225_docking,3,-6.948,1.837,2.571
ligand_8546225_docking,4,-6.902,1.498,2.49
ligand_8546225_docking,5,-6.511,11.5,14.18
ligand_8546225_docking,6,-6.341,5.477,7.261
ligand_8546225_docking,7,-6.239,2.222,4.022
ligand_8546225_docking,8,-5.976,5.833,7.707
ligand_8546225_docking,9,-5.926,11.3,14.3
ligand_117298570_docking,1,-6.852,0.0,0.0
ligand_117298570_docking,2,-6.315,2.278,6.086
ligand_117298570_docking,3,-6.304,1.381,2.006
ligand_117298570_docking,4,-5.842,1.848,2.295
ligand_117298570_docking,5,-5.405,2.359,3.287
ligand_117298570_docking,6,-5.24,3.352,5.978
ligand_117298570_docking,7,-5.172,3.602,5.786
ligand_117298570_docking,8,-5.165,3.502,5.805
ligand_117298570_docking,9,-5.076,2.567,5.912
ligand_54814933_docking,1,-6.917,0.0,0.0
ligand_54814933_docking,2,-6.898,2.934,4.011
ligand_54814933_docking,3,-6.881,2.536,2.987
ligand_54814933_docking,4,-6.738,1.936,2.286
ligand_54814933_docking,5,-6.685,1.554,1.75
ligand_54814933_docking,6,-6.665,3.646,9.16
ligand_54814933_docking,7,-6.663,2.522,10.9
ligand_54814933_docking,8,-6.446,8.602,12.34
ligand_54814933_docking,9,-6.416,2.409,2.806
ligand_37274897_docking,1,-7.172,0.0,0.0
ligand_37274897_docking,2,-6.916,6.873,8.049
ligand_37274897_docking,3,-6.911,0.6831,1.996
ligand_37274897_docking,4,-6.571,7.373,8.298
ligand_37274897_docking,5,-6.521,1.91,2.315
ligand_37274897_docking,6,-6.24,4.29,10.7
ligand_37274897_docking,7,-6.178,1.63,2.029
ligand_37274897_docking,8,-6.178,8.577,10.73
ligand_37274897_docking,9,-6.164,6.484,7.628
ligand_82258209_docking,1,-7.74,0.0,0.0
ligand_82258209_docking,2,-6.627,2.435,6.105
ligand_82258209_docking,3,-6.241,12.33,15.04
ligand_82258209_docking,4,-6.081,9.991,12.66
ligand_82258209_docking,5,-6.02,12.11,15.49
ligand_82258209_docking,6,-6.006,12.83,15.61
ligand_82258209_docking,7,-5.981,12.15,15.54
ligand_82258209_docking,8,-5.945,2.339,3.452
ligand_82258209_docking,9,-5.82,15.08,17.45
ligand_59317137_docking,1,-6.32,0.0,0.0
ligand_59317137_docking,2,-5.83,1.51,2.11
ligand_59317137_docking,3,-5.816,1.453,1.961
ligand_59317137_docking,4,-5.597,2.614,5.37
ligand_59317137_docking,5,-5.298,1.957,2.857
ligand_59317137_docking,6,-5.204,2.523,5.535
ligand_59317137_docking,7,-5.019,2.56,5.941
ligand_59317137_docking,8,-4.926,2.551,5.493
ligand_59317137_docking,9,-4.84,8.023,11.73
ligand_56144862_docking,1,-6.979,0.0,0.0
ligand_56144862_docking,2,-6.537,1.636,10.18
ligand_56144862_docking,3,-6.356,2.317,3.329
ligand_56144862_docking,4,-6.302,1.739,9.934
ligand_56144862_docking,5,-6.221,6.266,8.405
ligand_56144862_docking,6,-6.219,1.648,2.109
ligand_56144862_docking,7,-6.103,6.466,8.668
ligand_56144862_docking,8,-6.059,2.755,3.936
ligand_56144862_docking,9,-6.047,1.893,9.19
ligand_119188802_docking,1,-6.222,0.0,0.0
ligand_119188802_docking,2,-6.167,0.7369,3.072
ligand_119188802_docking,3,-5.993,2.492,3.048
ligand_119188802_docking,4,-5.931,2.177,2.503
ligand_119188802_docking,5,-5.869,3.325,3.824
ligand_119188802_docking,6,-5.839,1.836,2.45
ligand_119188802_docking,7,-5.735,3.351,4.163
ligand_119188802_docking,8,-5.7,11.72,14.01
ligand_119188802_docking,9,-5.598,4.826,6.155
ligand_22074761_docking,1,-6.435,0.0,0.0
ligand_22074761_docking,2,-5.825,1.79,2.321
ligand_22074761_docking,3,-5.776,2.898,5.498
ligand_22074761_docking,4,-5.427,2.852,5.53
ligand_22074761_docking,5,-4.935,5.515,6.662
ligand_22074761_docking,6,-4.9,3.788,5.421
ligand_22074761_docking,7,-4.716,16.02,18.34
ligand_22074761_docking,8,-4.675,3.34,5.696
ligand_22074761_docking,9,-4.449,4.495,6.179
ligand_139291489_docking,1,-6.845,0.0,0.0
ligand_139291489_docking,2,-6.239,1.786,2.164
ligand_139291489_docking,3,-5.629,1.37,2.137
ligand_139291489_docking,4,-5.604,2.938,5.568
ligand_139291489_docking,5,-5.224,2.645,5.705
ligand_139291489_docking,6,-5.223,2.978,5.902
ligand_139291489_docking,7,-5.138,2.591,5.361
ligand_139291489_docking,8,-5.136,3.22,6.17
ligand_139291489_docking,9,-4.824,3.339,5.874
ligand_69419747_docking,1,-7.464,0.0,0.0
ligand_69419747_docking,2,-7.441,1.162,6.202
ligand_69419747_docking,3,-7.199,1.604,5.989
ligand_69419747_docking,4,-6.405,1.199,1.936
ligand_69419747_docking,5,-5.885,12.73,15.13
ligand_69419747_docking,6,-5.867,11.84,14.44
ligand_69419747_docking,7,-5.75,8.324,11.21
ligand_69419747_docking,8,-5.638,16.61,18.6
ligand_69419747_docking,9,-5.611,8.255,11.42
ligand_43728542_docking,1,-7.499,0.0,0.0
ligand_43728542_docking,2,-7.48,2.961,6.586
ligand_43728542_docking,3,-7.401,0.7258,1.577
ligand_43728542_docking,4,-7.253,2.622,6.734
ligand_43728542_docking,5,-6.648,14.17,17.18
ligand_43728542_docking,6,-6.63,2.942,6.918
ligand_43728542_docking,7,-6.114,2.907,6.516
ligand_43728542_docking,8,-6.096,15.3,17.98
ligand_43728542_docking,9,-6.023,11.82,14.62
ligand_24541990_docking,1,-8.525,0.0,0.0
ligand_24541990_docking,2,-8.46,2.521,8.662
ligand_24541990_docking,3,-7.926,2.423,4.309
ligand_24541990_docking,4,-7.914,3.102,7.698
ligand_24541990_docking,5,-7.776,2.754,5.147
ligand_24541990_docking,6,-7.412,3.943,9.577
ligand_24541990_docking,7,-7.397,3.612,4.877
ligand_24541990_docking,8,-7.395,3.55,4.583
ligand_24541990_docking,9,-7.228,4.108,9.919
ligand_110417279_docking,1,-7.411,0.0,0.0
ligand_110417279_docking,2,-7.371,1.768,3.008
ligand_110417279_docking,3,-7.282,12.08,14.28
ligand_110417279_docking,4,-7.142,2.032,2.411
ligand_110417279_docking,5,-7.133,1.416,2.061
ligand_110417279_docking,6,-7.114,4.275,5.687
ligand_110417279_docking,7,-7.016,11.36,13.86
ligand_110417279_docking,8,-6.927,1.8,2.316
ligand_110417279_docking,9,-6.907,4.136,5.166
ligand_8142764_docking,1,-7.227,0.0,0.0
ligand_8142764_docking,2,-7.162,2.53,3.853
ligand_8142764_docking,3,-6.875,3.472,7.011
ligand_8142764_docking,4,-6.652,3.23,4.012
ligand_8142764_docking,5,-6.486,1.676,2.177
ligand_8142764_docking,6,-5.992,1.991,8.378
ligand_8142764_docking,7,-5.784,3.777,7.737
ligand_8142764_docking,8,-5.758,4.187,10.0
ligand_8142764_docking,9,-5.549,11.32,14.94
ligand_156138408_docking,1,-7.759,0.0,0.0
ligand_156138408_docking,2,-7.722,1.969,10.25
ligand_156138408_docking,3,-7.67,1.641,3.271
ligand_156138408_docking,4,-7.615,1.443,1.982
ligand_156138408_docking,5,-7.568,2.171,9.958
ligand_156138408_docking,6,-7.468,1.02,2.801
ligand_156138408_docking,7,-7.44,4.386,9.93
ligand_156138408_docking,8,-7.398,4.326,10.2
ligand_156138408_docking,9,-7.346,4.856,9.819
ligand_117009952_docking,1,-6.885,0.0,0.0
ligand_117009952_docking,2,-5.264,3.175,5.435
ligand_117009952_docking,3,-4.555,11.45,14.4
ligand_117009952_docking,4,-4.429,2.592,5.592
ligand_117009952_docking,5,-4.295,8.517,11.52
ligand_117009952_docking,6,-4.213,3.858,5.35
ligand_117009952_docking,7,-4.11,12.95,15.14
ligand_117009952_docking,8,-4.089,10.5,12.68
ligand_117009952_docking,9,-3.856,10.24,11.84
ligand_66719409_docking,1,-7.803,0.0,0.0
ligand_66719409_docking,2,-6.441,3.72,6.629
ligand_66719409_docking,3,-6.215,3.685,6.967
ligand_66719409_docking,4,-6.042,3.674,7.006
ligand_66719409_docking,5,-5.949,3.636,6.31
ligand_66719409_docking,6,-5.9,15.04,17.86
ligand_66719409_docking,7,-5.725,8.416,12.75
ligand_66719409_docking,8,-5.679,4.153,6.654
ligand_66719409_docking,9,-5.664,12.4,14.43
ligand_64045964_docking,1,-7.784,0.0,0.0
ligand_64045964_docking,2,-7.746,1.668,2.393
ligand_64045964_docking,3,-6.835,2.477,7.624
ligand_64045964_docking,4,-6.346,3.835,8.955
ligand_64045964_docking,5,-6.271,10.72,15.09
ligand_64045964_docking,6,-6.254,2.299,6.544
ligand_64045964_docking,7,-6.176,1.944,6.672
ligand_64045964_docking,8,-6.089,1.778,6.823
ligand_64045964_docking,9,-5.923,11.57,15.07
ligand_117651172_docking,1,-6.495,0.0,0.0
ligand_117651172_docking,2,-6.417,1.294,1.294
ligand_117651172_docking,3,-6.398,0.09882,1.456
ligand_117651172_docking,4,-5.614,2.077,4.929
ligand_117651172_docking,5,-5.329,17.01,19.0
ligand_117651172_docking,6,-5.277,1.834,4.908
ligand_117651172_docking,7,-5.054,3.355,5.323
ligand_117651172_docking,8,-4.927,4.342,5.522
ligand_117651172_docking,9,-4.836,5.092,6.112
ligand_21830033_docking,1,-6.72,0.0,0.0
ligand_21830033_docking,2,-6.271,3.666,6.196
ligand_21830033_docking,3,-6.141,3.72,6.191
ligand_21830033_docking,4,-5.906,13.03,14.84
ligand_21830033_docking,5,-5.727,4.123,6.73
ligand_21830033_docking,6,-5.698,4.634,7.506
ligand_21830033_docking,7,-5.572,4.88,7.562
ligand_21830033_docking,8,-5.454,12.12,13.74
ligand_21830033_docking,9,-5.323,4.112,6.927
ligand_16080625_docking,1,-6.668,0.0,0.0
ligand_16080625_docking,2,-6.631,1.095,3.166
ligand_16080625_docking,3,-6.39,9.241,12.21
ligand_16080625_docking,4,-6.359,1.371,7.003
ligand_16080625_docking,5,-6.353,4.389,8.753
ligand_16080625_docking,6,-6.239,3.183,5.183
ligand_16080625_docking,7,-6.072,4.467,9.03
ligand_16080625_docking,8,-5.958,5.195,9.068
ligand_16080625_docking,9,-5.849,4.398,8.709
ligand_54815150_docking,1,-7.138,0.0,0.0
ligand_54815150_docking,2,-7.026,7.123,8.178
ligand_54815150_docking,3,-6.982,4.192,9.206
ligand_54815150_docking,4,-6.914,2.308,11.12
ligand_54815150_docking,5,-6.803,2.412,3.017
ligand_54815150_docking,6,-6.696,9.938,12.68
ligand_54815150_docking,7,-6.687,8.665,12.5
ligand_54815150_docking,8,-6.681,5.028,11.01
ligand_54815150_docking,9,-6.679,1.847,2.69
ligand_57213255_docking,1,-6.871,0.0,0.0
ligand_57213255_docking,2,-6.14,3.984,6.652
ligand_57213255_docking,3,-6.124,3.848,6.413
ligand_57213255_docking,4,-5.856,3.572,5.924
ligand_57213255_docking,5,-5.796,14.32,17.39
ligand_57213255_docking,6,-5.764,3.843,6.11
ligand_57213255_docking,7,-5.559,4.392,7.111
ligand_57213255_docking,8,-5.524,3.806,6.658
ligand_57213255_docking,9,-5.47,12.63,14.4
ligand_54906200_docking,1,-6.803,0.0,0.0
ligand_54906200_docking,2,-6.523,2.197,5.756
ligand_54906200_docking,3,-6.491,1.927,2.606
ligand_54906200_docking,4,-6.464,1.91,2.781
ligand_54906200_docking,5,-6.183,3.272,5.201
ligand_54906200_docking,6,-6.154,1.92,6.169
ligand_54906200_docking,7,-6.055,2.146,6.548
ligand_54906200_docking,8,-5.682,2.713,6.658
ligand_54906200_docking,9,-5.426,11.82,14.67
ligand_71326146_docking,1,-7.102,0.0,0.0
ligand_71326146_docking,2,-7.098,1.737,6.27
ligand_71326146_docking,3,-6.759,1.928,6.662
ligand_71326146_docking,4,-6.73,2.067,6.707
ligand_71326146_docking,5,-6.356,12.04,15.21
ligand_71326146_docking,6,-6.066,11.59,14.44
ligand_71326146_docking,7,-5.885,11.62,14.34
ligand_71326146_docking,8,-5.823,9.956,12.94
ligand_71326146_docking,9,-5.76,12.46,15.02
ligand_121605064_docking,1,-7.792,0.0,0.0
ligand_121605064_docking,2,-7.481,1.22,1.324
ligand_121605064_docking,3,-6.688,2.264,6.166
ligand_121605064_docking,4,-6.647,2.118,5.867
ligand_121605064_docking,5,-6.58,1.515,2.377
ligand_121605064_docking,6,-6.471,1.719,2.22
ligand_121605064_docking,7,-6.006,1.95,5.897
ligand_121605064_docking,8,-5.837,2.596,5.886
ligand_121605064_docking,9,-5.83,12.99,16.23
ligand_166404347_docking,1,-7.16,0.0,0.0
ligand_166404347_docking,2,-6.546,5.556,8.29
ligand_166404347_docking,3,-6.546,7.196,9.379
ligand_166404347_docking,4,-6.459,5.522,8.351
ligand_166404347_docking,5,-6.452,5.616,7.692
ligand_166404347_docking,6,-6.417,2.44,3.243
ligand_166404347_docking,7,-6.382,2.87,9.568
ligand_166404347_docking,8,-6.363,6.911,8.996
ligand_166404347_docking,9,-6.286,6.774,9.505
ligand_43675970_docking,1,-8.176,0.0,0.0
ligand_43675970_docking,2,-7.793,1.474,2.142
ligand_43675970_docking,3,-7.641,2.276,2.959
ligand_43675970_docking,4,-7.454,2.897,3.713
ligand_43675970_docking,5,-7.205,3.12,6.86
ligand_43675970_docking,6,-6.878,3.444,7.036
ligand_43675970_docking,7,-6.864,9.437,14.55
ligand_43675970_docking,8,-6.73,10.35,13.12
ligand_43675970_docking,9,-6.688,10.02,15.03
ligand_105448033_docking,1,-6.859,0.0,0.0
ligand_105448033_docking,2,-6.847,1.629,2.353
ligand_105448033_docking,3,-6.701,1.353,1.96
ligand_105448033_docking,4,-6.317,3.208,5.965
ligand_105448033_docking,5,-6.284,3.237,5.859
ligand_105448033_docking,6,-5.294,3.502,5.638
ligand_105448033_docking,7,-5.241,15.56,17.02
ligand_105448033_docking,8,-5.18,3.777,5.664
ligand_105448033_docking,9,-5.176,13.97,15.49
ligand_109946661_docking,1,-7.743,0.0,0.0
ligand_109946661_docking,2,-7.513,3.56,4.339
ligand_109946661_docking,3,-7.127,8.698,11.54
ligand_109946661_docking,4,-6.921,2.776,10.04
ligand_109946661_docking,5,-6.884,3.136,8.886
ligand_109946661_docking,6,-6.855,3.92,5.358
ligand_109946661_docking,7,-6.838,1.728,2.084
ligand_109946661_docking,8,-6.741,1.525,2.029
ligand_109946661_docking,9,-6.568,3.402,10.59
ligand_7152549_docking,1,-6.713,0.0,0.0
ligand_7152549_docking,2,-6.003,3.37,5.736
ligand_7152549_docking,3,-5.42,4.861,7.314
ligand_7152549_docking,4,-5.358,4.366,7.033
ligand_7152549_docking,5,-5.273,4.133,6.228
ligand_7152549_docking,6,-5.204,4.671,6.681
ligand_7152549_docking,7,-5.196,2.95,4.214
ligand_7152549_docking,8,-5.148,4.158,5.374
ligand_7152549_docking,9,-5.087,8.419,10.23
ligand_52491953_docking,1,-7.057,0.0,0.0
ligand_52491953_docking,2,-6.905,8.597,12.62
ligand_52491953_docking,3,-6.549,1.428,1.816
ligand_52491953_docking,4,-6.478,9.759,12.19
ligand_52491953_docking,5,-6.275,3.019,5.359
ligand_52491953_docking,6,-6.251,7.284,11.53
ligand_52491953_docking,7,-6.126,4.67,8.379
ligand_52491953_docking,8,-6.052,5.6,10.6
ligand_52491953_docking,9,-5.939,4.469,8.135
ligand_56267675_docking,1,-6.186,0.0,0.0
ligand_56267675_docking,2,-5.573,1.787,2.114
ligand_56267675_docking,3,-5.513,7.839,10.1
ligand_56267675_docking,4,-5.439,4.607,11.42
ligand_56267675_docking,5,-5.424,6.701,8.107
ligand_56267675_docking,6,-5.351,1.263,2.021
ligand_56267675_docking,7,-5.335,2.035,3.099
ligand_56267675_docking,8,-5.302,5.703,10.01
ligand_56267675_docking,9,-4.998,4.707,11.13
ligand_90697127_docking,1,-8.719,0.0,0.0
ligand_90697127_docking,2,-7.402,10.42,13.06
ligand_90697127_docking,3,-7.342,11.34,14.47
ligand_90697127_docking,4,-7.314,1.554,2.451
ligand_90697127_docking,5,-7.112,9.115,12.71
ligand_90697127_docking,6,-7.001,10.87,13.36
ligand_90697127_docking,7,-6.978,9.372,11.48
ligand_90697127_docking,8,-6.964,15.9,18.52
ligand_90697127_docking,9,-6.84,14.38,17.14
ligand_61176644_docking,1,-8.321,0.0,0.0
ligand_61176644_docking,2,-8.105,1.481,1.911
ligand_61176644_docking,3,-7.272,5.434,8.667
ligand_61176644_docking,4,-6.803,5.375,8.846
ligand_61176644_docking,5,-6.1,5.133,7.241
ligand_61176644_docking,6,-6.005,4.64,8.824
ligand_61176644_docking,7,-5.959,4.808,8.656
ligand_61176644_docking,8,-5.886,5.284,9.579
ligand_61176644_docking,9,-5.144,8.368,10.85
ligand_70564201_docking,1,-7.226,0.0,0.0
ligand_70564201_docking,2,-5.947,15.8,17.44
ligand_70564201_docking,3,-5.929,17.05,19.2
ligand_70564201_docking,4,-5.826,15.79,17.85
ligand_70564201_docking,5,-5.812,2.331,3.562
ligand_70564201_docking,6,-5.723,11.14,13.9
ligand_70564201_docking,7,-5.716,10.56,13.43
ligand_70564201_docking,8,-5.64,3.945,6.441
ligand_70564201_docking,9,-5.587,12.75,14.86
ligand_53826099_docking,1,-7.311,0.0,0.0
ligand_53826099_docking,2,-6.988,1.694,2.182
ligand_53826099_docking,3,-6.652,1.996,2.905
ligand_53826099_docking,4,-6.651,1.297,2.484
ligand_53826099_docking,5,-6.402,2.762,5.982
ligand_53826099_docking,6,-5.647,2.652,5.946
ligand_53826099_docking,7,-5.62,2.136,5.648
ligand_53826099_docking,8,-5.5,2.669,5.874
ligand_53826099_docking,9,-5.181,13.89,15.67
ligand_114987423_docking,1,-6.924,0.0,0.0
ligand_114987423_docking,2,-6.581,1.263,2.067
ligand_114987423_docking,3,-6.436,1.235,1.707
ligand_114987423_docking,4,-6.24,1.404,1.76
ligand_114987423_docking,5,-6.146,1.573,1.65
ligand_114987423_docking,6,-5.991,3.02,6.161
ligand_114987423_docking,7,-5.844,3.007,6.135
ligand_114987423_docking,8,-5.655,2.242,2.44
ligand_114987423_docking,9,-5.637,1.796,2.59
ligand_116552483_docking,1,-7.354,0.0,0.0
ligand_116552483_docking,2,-6.923,2.162,5.636
ligand_116552483_docking,3,-6.678,1.885,5.491
ligand_116552483_docking,4,-6.274,2.031,5.539
ligand_116552483_docking,5,-6.225,1.811,2.56
ligand_116552483_docking,6,-5.917,2.142,5.861
ligand_116552483_docking,7,-5.307,2.298,5.663
ligand_116552483_docking,8,-5.19,10.19,12.27
ligand_116552483_docking,9,-5.126,10.06,12.6
ligand_115240990_docking,1,-6.512,0.0,0.0
ligand_115240990_docking,2,-6.485,3.536,5.977
ligand_115240990_docking,3,-5.7,2.659,5.471
ligand_115240990_docking,4,-5.669,3.4,5.902
ligand_115240990_docking,5,-5.481,2.827,5.808
ligand_115240990_docking,6,-5.47,2.762,5.58
ligand_115240990_docking,7,-5.443,13.87,16.6
ligand_115240990_docking,8,-5.347,11.68,14.42
ligand_115240990_docking,9,-5.289,14.47,16.91
ligand_7504289_docking,1,-9.009,0.0,0.0
ligand_7504289_docking,2,-8.829,1.667,2.648
ligand_7504289_docking,3,-8.614,2.117,6.24
ligand_7504289_docking,4,-8.061,1.665,2.265
ligand_7504289_docking,5,-8.04,1.605,2.181
ligand_7504289_docking,6,-7.422,11.04,13.51
ligand_7504289_docking,7,-7.341,2.929,4.22
ligand_7504289_docking,8,-7.317,11.87,14.27
ligand_7504289_docking,9,-7.021,2.266,6.59
ligand_24792276_docking,1,-7.03,0.0,0.0
ligand_24792276_docking,2,-6.716,6.096,8.92
ligand_24792276_docking,3,-6.529,3.747,8.593
ligand_24792276_docking,4,-6.528,3.505,7.908
ligand_24792276_docking,5,-6.507,7.3,9.964
ligand_24792276_docking,6,-6.447,3.68,8.216
ligand_24792276_docking,7,-6.442,1.903,2.735
ligand_24792276_docking,8,-6.397,3.8,8.063
ligand_24792276_docking,9,-6.274,6.473,9.592
ligand_90466096_docking,1,-7.599,0.0,0.0
ligand_90466096_docking,2,-7.464,2.444,7.724
ligand_90466096_docking,3,-7.141,3.242,4.376
ligand_90466096_docking,4,-7.015,2.021,3.059
ligand_90466096_docking,5,-6.559,3.094,4.121
ligand_90466096_docking,6,-6.37,11.03,13.56
ligand_90466096_docking,7,-6.335,2.303,2.913
ligand_90466096_docking,8,-6.265,10.45,13.04
ligand_90466096_docking,9,-6.093,6.254,9.295
ligand_146342836_docking,1,-7.314,0.0,0.0
ligand_146342836_docking,2,-7.213,1.458,1.764
ligand_146342836_docking,3,-6.86,2.326,6.229
ligand_146342836_docking,4,-6.599,11.78,14.88
ligand_146342836_docking,5,-6.473,11.71,14.73
ligand_146342836_docking,6,-6.443,1.85,2.391
ligand_146342836_docking,7,-6.3,11.78,14.84
ligand_146342836_docking,8,-6.133,5.532,7.109
ligand_146342836_docking,9,-6.102,5.651,7.397
ligand_26878232_docking,1,-7.807,0.0,0.0
ligand_26878232_docking,2,-7.754,1.652,2.115
ligand_26878232_docking,3,-7.646,1.488,2.017
ligand_26878232_docking,4,-6.824,2.062,2.705
ligand_26878232_docking,5,-6.752,1.658,2.092
ligand_26878232_docking,6,-6.397,2.011,2.727
ligand_26878232_docking,7,-6.269,2.578,3.187
ligand_26878232_docking,8,-6.215,11.8,14.8
ligand_26878232_docking,9,-6.102,11.84,14.93
ligand_121605147_docking,1,-7.439,0.0,0.0
ligand_121605147_docking,2,-6.347,1.891,2.305
ligand_121605147_docking,3,-6.029,2.506,5.764
ligand_121605147_docking,4,-5.758,2.53,5.845
