Ligand ID,Mode,Affinity (kcal/mol),RMSD Lower Bound,RMSD Upper Bound
ligand_121605147_docking,5,-5.672,12.95,16.03
ligand_121605147_docking,6,-5.568,4.842,6.74
ligand_121605147_docking,7,-5.545,3.039,6.191
ligand_121605147_docking,8,-5.508,2.464,3.469
ligand_121605147_docking,9,-5.471,4.345,7.304
ligand_84733164_docking,1,-6.692,0.0,0.0
ligand_84733164_docking,2,-6.638,3.868,6.377
ligand_84733164_docking,3,-6.381,1.597,2.104
ligand_84733164_docking,4,-5.786,2.015,2.661
ligand_84733164_docking,5,-5.757,4.018,5.88
ligand_84733164_docking,6,-4.947,15.17,16.48
ligand_84733164_docking,7,-4.916,3.682,5.803
ligand_84733164_docking,8,-4.861,3.671,5.495
ligand_84733164_docking,9,-4.82,15.58,17.14
ligand_26526555_docking,1,-7.499,0.0,0.0
ligand_26526555_docking,2,-6.9,1.336,2.293
ligand_26526555_docking,3,-6.547,3.617,10.23
ligand_26526555_docking,4,-6.472,1.392,1.745
ligand_26526555_docking,5,-6.26,1.694,2.048
ligand_26526555_docking,6,-6.094,1.892,3.077
ligand_26526555_docking,7,-6.088,4.151,5.757
ligand_26526555_docking,8,-5.926,8.046,10.72
ligand_26526555_docking,9,-5.914,4.533,10.56
ligand_110407464_docking,1,-8.314,0.0,0.0
ligand_110407464_docking,2,-8.081,1.941,2.111
ligand_110407464_docking,3,-8.043,5.777,6.777
ligand_110407464_docking,4,-7.837,1.491,1.924
ligand_110407464_docking,5,-7.69,1.512,2.213
ligand_110407464_docking,6,-7.606,1.903,2.591
ligand_110407464_docking,7,-7.429,1.842,2.788
ligand_110407464_docking,8,-7.276,11.04,13.58
ligand_110407464_docking,9,-7.241,7.255,8.874
ligand_54839263_docking,1,-7.389,0.0,0.0
ligand_54839263_docking,2,-7.202,7.295,9.08
ligand_54839263_docking,3,-7.053,1.596,2.036
ligand_54839263_docking,4,-7.039,9.416,11.97
ligand_54839263_docking,5,-6.751,6.787,10.9
ligand_54839263_docking,6,-6.71,6.608,9.084
ligand_54839263_docking,7,-6.704,5.389,10.48
ligand_54839263_docking,8,-6.647,6.944,9.481
ligand_54839263_docking,9,-6.599,9.118,12.77
ligand_104891219_docking,1,-7.305,0.0,0.0
ligand_104891219_docking,2,-7.073,1.774,2.51
ligand_104891219_docking,3,-6.975,2.064,3.5
ligand_104891219_docking,4,-6.743,2.308,5.217
ligand_104891219_docking,5,-6.608,2.093,3.173
ligand_104891219_docking,6,-5.864,3.293,5.884
ligand_104891219_docking,7,-5.767,4.154,5.851
ligand_104891219_docking,8,-5.609,14.5,16.27
ligand_104891219_docking,9,-5.595,3.167,4.372
ligand_16604454_docking,1,-7.401,0.0,0.0
ligand_16604454_docking,2,-7.164,4.663,8.393
ligand_16604454_docking,3,-7.131,3.518,4.977
ligand_16604454_docking,4,-7.094,3.522,5.022
ligand_16604454_docking,5,-7.05,3.867,5.214
ligand_16604454_docking,6,-7.037,4.411,5.823
ligand_16604454_docking,7,-7.03,1.827,2.369
ligand_16604454_docking,8,-6.99,10.07,12.55
ligand_16604454_docking,9,-6.934,6.906,9.984
ligand_9045897_docking,1,-7.049,0.0,0.0
ligand_9045897_docking,2,-6.96,1.24,2.132
ligand_9045897_docking,3,-6.758,5.061,6.756
ligand_9045897_docking,4,-6.637,4.516,5.846
ligand_9045897_docking,5,-6.013,9.75,13.29
ligand_9045897_docking,6,-5.899,3.812,9.954
ligand_9045897_docking,7,-5.839,8.84,12.81
ligand_9045897_docking,8,-5.742,3.209,5.228
ligand_9045897_docking,9,-5.731,3.338,5.017
ligand_58566935_docking,1,-6.877,0.0,0.0
ligand_58566935_docking,2,-6.7,1.216,2.033
ligand_58566935_docking,3,-6.417,3.415,6.076
ligand_58566935_docking,4,-6.372,1.213,1.973
ligand_58566935_docking,5,-6.004,3.285,5.567
ligand_58566935_docking,6,-5.697,3.318,5.597
ligand_58566935_docking,7,-5.427,15.07,17.37
ligand_58566935_docking,8,-5.322,3.303,5.331
ligand_58566935_docking,9,-5.227,4.606,6.025
ligand_105537991_docking,1,-7.304,0.0,0.0
ligand_105537991_docking,2,-7.241,1.425,1.926
ligand_105537991_docking,3,-6.705,3.699,4.623
ligand_105537991_docking,4,-6.537,10.7,13.89
ligand_105537991_docking,5,-6.377,6.853,8.416
ligand_105537991_docking,6,-6.341,10.89,14.08
ligand_105537991_docking,7,-6.316,7.022,8.274
ligand_105537991_docking,8,-6.245,10.59,13.74
ligand_105537991_docking,9,-6.217,10.04,13.12
ligand_54843982_docking,1,-8.948,0.0,0.0
ligand_54843982_docking,2,-8.265,2.083,3.207
ligand_54843982_docking,3,-8.237,1.53,1.983
ligand_54843982_docking,4,-7.816,3.431,3.996
ligand_54843982_docking,5,-7.747,3.807,4.796
ligand_54843982_docking,6,-7.678,4.227,5.679
ligand_54843982_docking,7,-7.52,3.125,5.154
ligand_54843982_docking,8,-7.503,2.335,11.89
ligand_54843982_docking,9,-7.497,3.844,12.97
ligand_13361428_docking,1,-8.232,0.0,0.0
ligand_13361428_docking,2,-6.939,3.124,6.19
ligand_13361428_docking,3,-6.799,1.392,2.235
ligand_13361428_docking,4,-6.784,2.89,5.758
ligand_13361428_docking,5,-6.544,2.902,5.668
ligand_13361428_docking,6,-6.411,12.76,15.44
ligand_13361428_docking,7,-6.292,13.44,16.11
ligand_13361428_docking,8,-6.141,4.677,6.053
ligand_13361428_docking,9,-5.919,13.13,15.58
ligand_71455274_docking,1,-8.638,0.0,0.0
ligand_71455274_docking,2,-7.916,3.029,6.198
ligand_71455274_docking,3,-7.813,6.767,11.71
ligand_71455274_docking,4,-7.641,7.066,11.99
ligand_71455274_docking,5,-7.634,3.957,10.42
ligand_71455274_docking,6,-7.579,3.636,10.4
ligand_71455274_docking,7,-7.525,2.15,8.381
ligand_71455274_docking,8,-7.44,8.004,12.69
ligand_71455274_docking,9,-7.36,8.64,13.22
ligand_84266691_docking,1,-6.075,0.0,0.0
ligand_84266691_docking,2,-5.985,4.92,7.009
ligand_84266691_docking,3,-5.939,3.398,5.503
ligand_84266691_docking,4,-5.902,2.289,4.231
ligand_84266691_docking,5,-5.876,8.475,10.38
ligand_84266691_docking,6,-5.82,2.574,4.514
ligand_84266691_docking,7,-5.764,7.153,9.276
ligand_84266691_docking,8,-5.717,3.893,6.479
ligand_84266691_docking,9,-5.631,2.081,4.094
ligand_2763517_docking,1,-7.459,0.0,0.0
ligand_2763517_docking,2,-6.246,2.186,5.868
ligand_2763517_docking,3,-5.93,12.7,16.2
ligand_2763517_docking,4,-5.828,1.981,5.906
ligand_2763517_docking,5,-5.728,1.869,2.254
ligand_2763517_docking,6,-5.611,1.906,5.644
ligand_2763517_docking,7,-5.389,2.229,5.774
ligand_2763517_docking,8,-5.359,13.2,15.71
ligand_2763517_docking,9,-5.016,8.749,12.41
ligand_156492218_docking,1,-6.497,0.0,0.0
ligand_156492218_docking,2,-6.479,7.402,12.56
ligand_156492218_docking,3,-6.382,2.571,3.263
ligand_156492218_docking,4,-6.368,1.188,1.416
ligand_156492218_docking,5,-6.243,1.858,9.442
ligand_156492218_docking,6,-6.082,1.722,2.294
ligand_156492218_docking,7,-5.98,8.853,12.56
ligand_156492218_docking,8,-5.97,1.53,2.11
ligand_156492218_docking,9,-5.963,1.919,2.527
ligand_86883595_docking,1,-7.704,0.0,0.0
ligand_86883595_docking,2,-7.428,2.27,3.051
ligand_86883595_docking,3,-7.342,2.389,3.923
ligand_86883595_docking,4,-7.31,1.573,2.087
ligand_86883595_docking,5,-7.237,6.809,9.839
ligand_86883595_docking,6,-7.143,5.759,8.935
ligand_86883595_docking,7,-7.111,2.23,3.347
ligand_86883595_docking,8,-6.917,2.642,4.041
ligand_86883595_docking,9,-6.908,2.375,4.15
ligand_29949398_docking,1,-6.014,0.0,0.0
ligand_29949398_docking,2,-5.592,1.469,2.127
ligand_29949398_docking,3,-5.584,5.371,8.128
ligand_29949398_docking,4,-5.299,8.568,11.53
ligand_29949398_docking,5,-5.29,1.869,5.117
ligand_29949398_docking,6,-5.032,8.598,11.25
ligand_29949398_docking,7,-4.877,8.986,11.24
ligand_29949398_docking,8,-4.832,7.405,10.12
ligand_29949398_docking,9,-4.674,10.28,12.89
ligand_24541991_docking,1,-7.786,0.0,0.0
ligand_24541991_docking,2,-7.785,4.819,6.788
ligand_24541991_docking,3,-7.67,5.488,7.681
ligand_24541991_docking,4,-7.431,5.989,8.071
ligand_24541991_docking,5,-7.421,6.99,10.85
ligand_24541991_docking,6,-7.368,5.948,7.609
ligand_24541991_docking,7,-7.222,3.968,5.363
ligand_24541991_docking,8,-7.218,7.772,11.28
ligand_24541991_docking,9,-7.154,11.74,14.79
ligand_9028421_docking,1,-7.72,0.0,0.0
ligand_9028421_docking,2,-7.552,5.036,6.686
ligand_9028421_docking,3,-7.434,4.726,5.936
ligand_9028421_docking,4,-7.202,1.469,1.861
ligand_9028421_docking,5,-6.866,4.548,5.717
ligand_9028421_docking,6,-6.472,3.051,4.926
ligand_9028421_docking,7,-6.352,4.896,5.599
ligand_9028421_docking,8,-6.281,3.839,10.55
ligand_9028421_docking,9,-6.201,5.99,13.17
ligand_52824395_docking,1,-9.368,0.0,0.0
ligand_52824395_docking,2,-9.365,1.988,2.539
ligand_52824395_docking,3,-8.887,2.539,11.61
ligand_52824395_docking,4,-8.623,5.759,12.13
ligand_52824395_docking,5,-8.581,2.912,4.506
ligand_52824395_docking,6,-8.57,2.233,3.104
ligand_52824395_docking,7,-8.519,2.583,4.477
ligand_52824395_docking,8,-8.504,1.973,5.823
ligand_52824395_docking,9,-8.481,1.46,2.27
ligand_5152152_docking,1,-6.723,0.0,0.0
ligand_5152152_docking,2,-6.72,0.1293,1.398
ligand_5152152_docking,3,-6.624,0.6521,1.071
ligand_5152152_docking,4,-5.868,3.57,5.146
ligand_5152152_docking,5,-5.801,1.904,2.157
ligand_5152152_docking,6,-5.353,3.302,4.679
ligand_5152152_docking,7,-5.344,3.265,4.55
ligand_5152152_docking,8,-5.269,3.943,4.946
ligand_5152152_docking,9,-4.86,3.089,4.322
ligand_162654833_docking,1,-7.832,0.0,0.0
ligand_162654833_docking,2,-7.399,2.975,5.743
ligand_162654833_docking,3,-7.332,3.574,9.518
ligand_162654833_docking,4,-7.213,2.693,8.467
ligand_162654833_docking,5,-7.173,2.451,8.506
ligand_162654833_docking,6,-7.096,2.92,8.807
ligand_162654833_docking,7,-7.086,2.615,9.127
ligand_162654833_docking,8,-7.014,2.501,8.655
ligand_162654833_docking,9,-6.994,2.698,9.052
ligand_92176758_docking,1,-8.064,0.0,0.0
ligand_92176758_docking,2,-7.498,1.792,2.278
ligand_92176758_docking,3,-7.296,2.271,3.365
ligand_92176758_docking,4,-6.944,11.17,14.72
ligand_92176758_docking,5,-6.786,11.27,14.83
ligand_92176758_docking,6,-6.333,5.051,7.177
ligand_92176758_docking,7,-6.327,4.883,6.935
ligand_92176758_docking,8,-6.232,8.512,12.28
ligand_92176758_docking,9,-6.179,5.009,7.001
ligand_133881847_docking,1,-7.356,0.0,0.0
ligand_133881847_docking,2,-7.145,2.963,3.47
ligand_133881847_docking,3,-6.958,3.191,4.708
ligand_133881847_docking,4,-6.87,2.352,3.318
ligand_133881847_docking,5,-6.866,2.888,7.027
ligand_133881847_docking,6,-6.502,3.177,5.539
ligand_133881847_docking,7,-6.454,9.956,13.67
ligand_133881847_docking,8,-6.37,9.789,12.97
ligand_133881847_docking,9,-6.361,5.377,11.01
ligand_26163483_docking,1,-6.47,0.0,0.0
ligand_26163483_docking,2,-6.453,8.327,12.38
ligand_26163483_docking,3,-6.386,4.497,9.999
ligand_26163483_docking,4,-6.236,3.162,9.293
ligand_26163483_docking,5,-6.113,4.084,9.345
ligand_26163483_docking,6,-6.03,4.832,9.818
ligand_26163483_docking,7,-5.914,4.396,10.07
ligand_26163483_docking,8,-5.859,5.631,9.664
ligand_26163483_docking,9,-5.763,6.639,11.6
ligand_109002133_docking,1,-8.746,0.0,0.0
ligand_109002133_docking,2,-8.54,1.796,7.53
ligand_109002133_docking,3,-8.49,1.644,2.166
ligand_109002133_docking,4,-8.432,1.825,7.691
ligand_109002133_docking,5,-7.695,1.168,8.463
ligand_109002133_docking,6,-7.197,2.606,8.308
ligand_109002133_docking,7,-6.98,11.11,14.79
ligand_109002133_docking,8,-6.963,2.071,7.735
ligand_109002133_docking,9,-6.95,1.903,8.163
ligand_54837574_docking,1,-8.356,0.0,0.0
ligand_54837574_docking,2,-7.933,1.849,12.4
ligand_54837574_docking,3,-7.563,2.551,12.19
ligand_54837574_docking,4,-7.413,3.433,12.02
ligand_54837574_docking,5,-7.412,2.426,11.03
ligand_54837574_docking,6,-7.394,5.845,8.0
ligand_54837574_docking,7,-7.278,3.689,11.85
ligand_54837574_docking,8,-7.196,5.854,9.949
ligand_54837574_docking,9,-7.178,1.921,2.455
ligand_112337375_docking,1,-7.411,0.0,0.0
ligand_112337375_docking,2,-7.253,1.444,1.889
ligand_112337375_docking,3,-6.803,2.988,6.621
ligand_112337375_docking,4,-6.735,2.674,3.52
ligand_112337375_docking,5,-6.3,3.916,5.779
ligand_112337375_docking,6,-6.239,3.762,7.061
ligand_112337375_docking,7,-6.162,3.521,4.539
ligand_112337375_docking,8,-6.119,4.131,9.205
ligand_112337375_docking,9,-5.96,2.784,3.486
ligand_9123318_docking,1,-6.788,0.0,0.0
ligand_9123318_docking,2,-6.736,2.683,6.947
ligand_9123318_docking,3,-6.577,3.417,7.249
ligand_9123318_docking,4,-6.442,2.682,7.742
ligand_9123318_docking,5,-6.435,1.697,2.197
ligand_9123318_docking,6,-6.427,3.768,8.269
ligand_9123318_docking,7,-6.279,3.427,7.444
ligand_9123318_docking,8,-5.987,3.879,8.034
ligand_9123318_docking,9,-5.709,10.51,13.28
ligand_54813598_docking,1,-8.014,0.0,0.0
ligand_54813598_docking,2,-7.393,1.508,2.572
ligand_54813598_docking,3,-7.062,1.986,6.502
ligand_54813598_docking,4,-6.181,4.834,7.067
ligand_54813598_docking,5,-6.181,3.644,8.417
ligand_54813598_docking,6,-6.077,4.205,7.797
ligand_54813598_docking,7,-6.064,3.725,5.758
ligand_54813598_docking,8,-6.024,7.231,11.8
ligand_54813598_docking,9,-5.915,11.65,15.12
ligand_66514643_docking,1,-7.215,0.0,0.0
ligand_66514643_docking,2,-7.005,1.423,1.895
ligand_66514643_docking,3,-6.81,3.508,6.599
ligand_66514643_docking,4,-5.804,15.36,17.27
ligand_66514643_docking,5,-5.772,10.2,13.82
ligand_66514643_docking,6,-5.7,4.487,6.265
ligand_66514643_docking,7,-5.665,4.537,6.28
ligand_66514643_docking,8,-5.503,4.033,6.596
ligand_66514643_docking,9,-5.232,9.247,12.03
ligand_54816291_docking,1,-7.008,0.0,0.0
ligand_54816291_docking,2,-6.762,1.29,1.825
ligand_54816291_docking,3,-6.489,4.817,10.97
ligand_54816291_docking,4,-6.36,1.765,2.133
ligand_54816291_docking,5,-6.073,1.793,2.47
ligand_54816291_docking,6,-5.724,1.93,2.745
ligand_54816291_docking,7,-5.716,4.967,10.81
ligand_54816291_docking,8,-5.632,1.852,2.572
ligand_54816291_docking,9,-5.554,2.253,2.653
ligand_54819056_docking,1,-6.759,0.0,0.0
ligand_54819056_docking,2,-6.612,4.799,10.87
ligand_54819056_docking,3,-6.432,2.66,8.756
ligand_54819056_docking,4,-6.345,7.978,12.58
ligand_54819056_docking,5,-6.312,2.65,3.464
ligand_54819056_docking,6,-6.215,6.798,12.13
ligand_54819056_docking,7,-6.162,6.067,11.68
ligand_54819056_docking,8,-6.041,2.875,8.152
ligand_54819056_docking,9,-6.019,2.326,9.154
ligand_91084538_docking,1,-6.995,0.0,0.0
ligand_91084538_docking,2,-6.913,1.344,2.72
ligand_91084538_docking,3,-6.829,1.498,2.307
ligand_91084538_docking,4,-6.444,2.368,5.963
ligand_91084538_docking,5,-6.339,2.636,5.855
ligand_91084538_docking,6,-6.257,2.322,3.111
ligand_91084538_docking,7,-6.164,2.399,5.703
ligand_91084538_docking,8,-5.493,5.681,7.441
ligand_91084538_docking,9,-5.45,14.29,16.81
ligand_5749403_docking,1,-6.1,0.0,0.0
ligand_5749403_docking,2,-6.053,1.039,1.528
ligand_5749403_docking,3,-5.918,2.163,5.965
ligand_5749403_docking,4,-5.915,2.91,5.728
ligand_5749403_docking,5,-5.892,3.871,6.202
ligand_5749403_docking,6,-5.891,3.734,6.363
ligand_5749403_docking,7,-5.831,1.853,4.74
ligand_5749403_docking,8,-5.817,3.627,5.958
ligand_5749403_docking,9,-5.781,1.422,5.851
ligand_48501900_docking,1,-7.737,0.0,0.0
ligand_48501900_docking,2,-7.711,1.727,2.33
ligand_48501900_docking,3,-7.579,2.226,6.42
ligand_48501900_docking,4,-7.205,2.215,6.639
ligand_48501900_docking,5,-6.991,3.793,7.564
ligand_48501900_docking,6,-6.652,1.604,2.172
ligand_48501900_docking,7,-6.611,12.41,15.0
ligand_48501900_docking,8,-6.584,12.09,14.95
ligand_48501900_docking,9,-6.578,5.344,8.2
ligand_53571195_docking,1,-7.089,0.0,0.0
ligand_53571195_docking,2,-6.234,8.703,10.36
ligand_53571195_docking,3,-6.116,11.46,13.81
ligand_53571195_docking,4,-6.099,8.431,11.12
ligand_53571195_docking,5,-6.027,8.275,10.64
ligand_53571195_docking,6,-6.026,5.977,8.033
ligand_53571195_docking,7,-6.022,9.219,12.14
ligand_53571195_docking,8,-5.968,8.756,11.74
ligand_53571195_docking,9,-5.93,8.619,10.9
ligand_80271031_docking,1,-6.922,0.0,0.0
ligand_80271031_docking,2,-6.653,10.02,14.74
ligand_80271031_docking,3,-6.604,2.752,7.225
ligand_80271031_docking,4,-6.53,2.935,7.738
ligand_80271031_docking,5,-6.126,1.686,2.991
ligand_80271031_docking,6,-5.983,7.466,9.716
ligand_80271031_docking,7,-5.944,7.509,11.96
ligand_80271031_docking,8,-5.939,9.46,12.17
ligand_80271031_docking,9,-5.923,16.65,19.2
ligand_57207487_docking,1,-6.69,0.0,0.0
ligand_57207487_docking,2,-6.672,1.608,1.627
ligand_57207487_docking,3,-6.243,1.572,2.043
ligand_57207487_docking,4,-6.033,2.674,5.893
ligand_57207487_docking,5,-5.783,2.515,6.228
ligand_57207487_docking,6,-5.682,2.088,5.428
ligand_57207487_docking,7,-5.091,13.83,16.51
ligand_57207487_docking,8,-5.056,2.829,5.945
ligand_57207487_docking,9,-5.01,14.62,16.38
ligand_9385626_docking,1,-8.116,0.0,0.0
ligand_9385626_docking,2,-7.885,1.584,2.124
ligand_9385626_docking,3,-7.752,1.497,2.268
ligand_9385626_docking,4,-7.337,1.596,2.504
ligand_9385626_docking,5,-7.161,3.833,7.851
ligand_9385626_docking,6,-6.862,12.1,15.06
ligand_9385626_docking,7,-6.715,5.5,7.127
ligand_9385626_docking,8,-6.68,11.45,14.58
ligand_9385626_docking,9,-6.665,2.506,3.219
ligand_113118720_docking,1,-7.158,0.0,0.0
ligand_113118720_docking,2,-6.767,2.079,3.245
ligand_113118720_docking,3,-6.754,2.892,3.945
ligand_113118720_docking,4,-6.71,2.046,3.27
ligand_113118720_docking,5,-6.555,3.439,5.654
ligand_113118720_docking,6,-6.394,1.166,1.706
ligand_113118720_docking,7,-6.169,3.196,3.776
ligand_113118720_docking,8,-5.993,10.25,13.03
ligand_113118720_docking,9,-5.899,11.25,13.72
ligand_87045983_docking,1,-7.58,0.0,0.0
ligand_87045983_docking,2,-7.541,2.833,3.774
ligand_87045983_docking,3,-7.513,3.268,8.653
ligand_87045983_docking,4,-7.412,2.946,3.729
ligand_87045983_docking,5,-7.083,3.56,9.198
ligand_87045983_docking,6,-6.907,3.098,8.841
ligand_87045983_docking,7,-6.661,4.801,9.535
ligand_87045983_docking,8,-6.646,9.033,12.4
ligand_87045983_docking,9,-6.605,9.139,12.38
ligand_68024683_docking,1,-7.003,0.0,0.0
ligand_68024683_docking,2,-6.854,1.591,1.732
ligand_68024683_docking,3,-6.58,2.707,6.043
ligand_68024683_docking,4,-6.333,1.37,1.589
ligand_68024683_docking,5,-5.836,1.678,2.401
ligand_68024683_docking,6,-5.783,1.971,2.95
ligand_68024683_docking,7,-5.5,13.85,16.56
ligand_68024683_docking,8,-5.494,2.906,5.894
ligand_68024683_docking,9,-5.259,13.36,16.5
ligand_44307461_docking,1,-7.303,0.0,0.0
ligand_44307461_docking,2,-7.218,1.556,1.985
ligand_44307461_docking,3,-7.148,1.676,2.287
ligand_44307461_docking,4,-6.568,2.712,5.87
ligand_44307461_docking,5,-6.458,2.53,5.486
ligand_44307461_docking,6,-6.331,1.706,2.683
ligand_44307461_docking,7,-6.11,2.743,6.167
ligand_44307461_docking,8,-6.071,2.038,2.478
ligand_44307461_docking,9,-6.046,2.306,3.785
ligand_66510543_docking,1,-6.739,0.0,0.0
ligand_66510543_docking,2,-6.583,2.467,6.237
ligand_66510543_docking,3,-6.335,2.49,6.132
ligand_66510543_docking,4,-6.303,2.899,6.033
ligand_66510543_docking,5,-5.692,3.379,6.011
ligand_66510543_docking,6,-5.372,4.306,6.195
ligand_66510543_docking,7,-5.24,3.452,5.259
ligand_66510543_docking,8,-5.225,3.445,5.354
ligand_66510543_docking,9,-5.022,17.01,19.5
ligand_145611356_docking,1,-6.863,0.0,0.0
ligand_145611356_docking,2,-6.83,3.24,4.932
ligand_145611356_docking,3,-6.188,2.556,3.931
ligand_145611356_docking,4,-6.113,4.17,4.873
ligand_145611356_docking,5,-6.042,3.337,5.168
ligand_145611356_docking,6,-6.016,3.918,4.741
ligand_145611356_docking,7,-6.006,3.121,3.769
ligand_145611356_docking,8,-5.894,3.187,5.477
ligand_145611356_docking,9,-5.854,3.901,8.826
ligand_43268790_docking,1,-5.99,0.0,0.0
ligand_43268790_docking,2,-5.923,8.705,12.02
ligand_43268790_docking,3,-5.861,9.368,12.38
ligand_43268790_docking,4,-5.758,8.845,12.47
ligand_43268790_docking,5,-5.601,3.677,4.946
ligand_43268790_docking,6,-5.487,1.954,7.585
ligand_43268790_docking,7,-5.456,3.551,4.918
ligand_43268790_docking,8,-5.432,1.931,7.84
ligand_43268790_docking,9,-5.391,2.268,8.004
ligand_13336764_docking,1,-6.026,0.0,0.0
ligand_13336764_docking,2,-5.034,8.451,10.25
ligand_13336764_docking,3,-4.909,9.858,13.29
ligand_13336764_docking,4,-4.891,11.4,13.3
ligand_13336764_docking,5,-4.811,10.76,12.93
ligand_13336764_docking,6,-4.717,9.811,12.67
ligand_13336764_docking,7,-4.704,13.75,16.6
ligand_13336764_docking,8,-4.676,8.729,10.07
ligand_13336764_docking,9,-4.66,10.97,13.65
ligand_79983986_docking,1,-7.008,0.0,0.0
ligand_79983986_docking,2,-5.929,1.399,2.15
ligand_79983986_docking,3,-5.78,13.76,17.03
ligand_79983986_docking,4,-5.614,2.219,5.585
ligand_79983986_docking,5,-5.499,2.061,5.528
ligand_79983986_docking,6,-5.397,13.48,15.63
ligand_79983986_docking,7,-5.354,2.222,6.035
ligand_79983986_docking,8,-5.142,2.634,6.579
ligand_79983986_docking,9,21.53,12.76,14.6
ligand_117043052_docking,1,-6.372,0.0,0.0
ligand_117043052_docking,2,-6.311,3.788,6.207
ligand_117043052_docking,3,-6.227,3.846,6.325
ligand_117043052_docking,4,-6.101,2.04,2.673
ligand_117043052_docking,5,-5.806,3.8,5.866
ligand_117043052_docking,6,-5.801,3.765,6.111
ligand_117043052_docking,7,-5.524,3.048,4.194
ligand_117043052_docking,8,-5.43,3.386,4.557
ligand_117043052_docking,9,-5.309,14.42,15.56
ligand_113163838_docking,1,-6.74,0.0,0.0
